footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail
-0.01490465779526548,-0.9931344523114479,0.46889962933259205,0.25159513179825277,0.35398576618665184,1.298602751559197,-0.7991646294740524,0.7596174132370395,0.7263011575151523,1
0.021367739494097412,-0.6182381250833789,-0.21156157418436178,1.8989442090487165,-0.8628403050799635,-0.8963312169643382,-0.29365508811611246,0.1379067327602958,-0.6270550366124612,0
-0.2778795381431465,-0.2433417978553101,-0.21156157418436178,-0.572079406826979,0.35398576618665184,0.4206291641497828,-0.7359759368043098,0.7596174132370395,-0.8526144023003968,1
-0.2144028428867614,-0.2433417978553101,0.46889962933259205,0.25159513179825277,-2.079666376346579,-1.3353180106690452,-0.16727770277662746,0.7596174132370395,0.9518605232030879,0
-0.2778795381431465,-0.6182381250833789,1.149360832849546,-1.3957539454522108,0.35398576618665184,1.298602751559197,0.6541753019300249,0.7596174132370395,-0.4014956709245256,1
-0.19808026410654808,0.13155452937275877,1.149360832849546,0.25159513179825277,0.35398576618665184,0.8596159578544899,-1.2414854781622497,0.7596174132370395,0.7263011575151523,1
-0.26155695936293316,0.5064508566008277,1.149360832849546,-1.3957539454522108,0.35398576618665184,0.8596159578544899,0.33823183858131245,1.3813280937137833,1.402979254578959,1
-0.01490465779526548,1.2562435110569654,-1.5724839812182694,-0.572079406826979,0.35398576618665184,-1.3353180106690452,0.27504314591157,-0.4838039477164479,-1.0781737679883323,0
0.19366162661857117,1.2562435110569654,-0.21156157418436178,1.0752696704234845,0.35398576618665184,0.4206291641497828,-0.8623533221437949,-1.1055146281931916,0.5007417918272167,0
-0.2778795381431465,0.13155452937275877,-0.21156157418436178,-0.572079406826979,-0.8628403050799635,0.4206291641497828,0.5909866092602825,-1.1055146281931916,-0.4014956709245256,1
-0.2697182487530398,1.2562435110569654,-0.8920227777013157,-0.572079406826979,0.35398576618665184,-0.8963312169643382,-0.48322116612533994,0.7596174132370395,0.2751824261392812,0
-0.2669978189563376,-0.2433417978553101,-1.5724839812182694,1.0752696704234845,0.35398576618665184,-1.3353180106690452,-1.3046741708319922,0.1379067327602958,1.402979254578959,0
-0.27062505868527387,-0.6182381250833789,0.46889962933259205,-0.572079406826979,0.35398576618665184,0.8596159578544899,-1.4310515561714774,-0.4838039477164479,-0.17593630523659,1
-0.2778795381431465,-1.3680307795395168,0.46889962933259205,-0.572079406826979,-0.8628403050799635,0.4206291641497828,-0.6727872441345674,0.1379067327602958,0.04962306045134557,1
-0.22800499187027248,1.2562435110569654,-0.21156157418436178,1.8989442090487165,-2.079666376346579,-0.8963312169643382,1.4756283066366773,-1.7272253086699354,-1.5292924993642034,0
-0.2778795381431465,-0.6182381250833789,0.46889962933259205,-0.572079406826979,-0.8628403050799635,0.4206291641497828,-0.23046639544636996,0.7596174132370395,1.1774198888910234,1
-0.2778795381431465,-1.3680307795395168,1.149360832849546,-0.572079406826979,0.35398576618665184,1.298602751559197,0.27504314591157,-1.1055146281931916,-0.4014956709245256,1
-0.259743339498465,-0.6182381250833789,0.46889962933259205,-0.572079406826979,0.35398576618665184,0.4206291641497828,-0.9255420148135374,0.1379067327602958,0.5007417918272167,0
-0.2778795381431465,-0.6182381250833789,1.149360832849546,-1.3957539454522108,0.35398576618665184,0.8596159578544899,0.08547706790234251,-0.4838039477164479,1.1774198888910234,1
-0.2697182487530398,-0.2433417978553101,1.8298220363664996,-0.572079406826979,-0.8628403050799635,0.4206291641497828,-0.10408901010688497,-1.1055146281931916,0.5007417918272167,0
-0.1781304455973985,0.13155452937275877,0.46889962933259205,-0.572079406826979,-0.8628403050799635,0.8596159578544899,0.8437413799392524,0.7596174132370395,0.7263011575151523,1
-0.2760659182786783,1.2562435110569654,1.149360832849546,1.8989442090487165,-0.8628403050799635,0.8596159578544899,0.7173639945997674,-0.4838039477164479,0.5007417918272167,0
-0.2769727282109124,0.5064508566008277,-1.5724839812182694,0.25159513179825277,0.35398576618665184,-0.45734442325963115,-0.04090031743714248,1.3813280937137833,0.04962306045134557,0
-0.24795481037942207,-0.2433417978553101,1.149360832849546,-1.3957539454522108,1.5708118374532671,1.298602751559197,2.5498360820222996,-1.7272253086699354,-1.3037331336762679,1
-0.2778795381431465,-1.3680307795395168,1.149360832849546,-1.3957539454522108,0.35398576618665184,1.298602751559197,-0.5464098587950824,0.1379067327602958,-0.6270550366124612,1
-0.20986879322559104,-0.2433417978553101,0.46889962933259205,-0.572079406826979,-0.8628403050799635,0.8596159578544899,1.7283830773156472,0.7596174132370395,0.2751824261392812,1
-0.2697182487530398,-0.6182381250833789,0.46889962933259205,-0.572079406826979,0.35398576618665184,0.4206291641497828,-0.10408901010688497,0.7596174132370395,1.402979254578959,0
-0.2778795381431465,0.13155452937275877,-1.5724839812182694,0.25159513179825277,1.5708118374532671,-1.3353180106690452,-1.1151080928227648,-0.4838039477164479,-0.17593630523659,0
-0.2778795381431465,-0.9931344523114479,-0.21156157418436178,1.0752696704234845,0.35398576618665184,0.8596159578544899,-0.9887307074832798,0.7596174132370395,-0.4014956709245256,0
